subscriberId,monthlySpend,dataUsageGb,voiceMinutes,churnRisk,valueScore,acceptedCampaigns,rejectedCampaigns,tariff,segment
SUB-01536,223.59,3.16,447,0.1581,0.5213,1,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01537,79.45,5.57,371,0.8233,0.275,1,5,Genç Tarife,RISKLI_KAYIP
SUB-01538,252.1,31.93,284,0.2284,0.5791,1,4,Premium Tarife,BELIRSIZ
SUB-01539,94.68,10.31,556,0.7432,0.4443,0,1,Genç Tarife,RISKLI_KAYIP
SUB-01540,86.91,12.99,627,0.2447,0.6351,0,3,Genç Tarife,BELIRSIZ
SUB-01541,66.59,11.22,211,0.3081,0.5378,0,1,Genç Tarife,YUKSEK_DEGER
SUB-01542,95.25,39.48,386,0.341,0.4092,4,2,Genç Tarife,BELIRSIZ
SUB-01543,206.44,8.58,607,0.2408,0.4531,2,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01544,104.58,8.07,30,0.1404,0.5179,4,2,Genç Tarife,YUKSEK_DEGER
SUB-01545,262.98,22.64,486,0.1259,0.3868,1,3,Standart Tarife,YUKSEK_DEGER
SUB-01546,150.71,17.99,615,0.1145,0.2237,3,4,Premium Tarife,BELIRSIZ
SUB-01547,158.83,23.07,500,0.6397,0.6602,0,1,Premium Tarife,RISKLI_KAYIP
SUB-01548,85.1,22.08,515,0.1286,0.4155,0,3,Aile Paketi,BELIRSIZ
SUB-01549,285.16,29.36,353,0.6124,0.3769,1,0,Premium Tarife,YUKSEK_DEGER
SUB-01550,228.41,4.94,588,0.52,0.4495,1,2,Aile Paketi,YUKSEK_DEGER
SUB-01551,224.72,21.17,145,0.3322,0.494,1,4,Standart Tarife,RISKLI_KAYIP
SUB-01552,133.33,8.11,200,0.1144,0.3716,0,3,Öğrenci Tarifesi,BELIRSIZ
SUB-01553,60.67,2.22,510,0.1587,0.542,3,1,Aile Paketi,PASIF
SUB-01554,163.97,21.98,590,0.2007,0.338,0,1,Genç Tarife,BELIRSIZ
SUB-01555,201.39,21.11,761,0.4114,0.6442,1,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01556,202.55,15.49,963,0.3902,0.1644,0,3,Genç Tarife,RISKLI_KAYIP
SUB-01557,186.96,29.7,223,0.5951,0.2462,0,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01558,182.44,8.17,165,0.1454,0.684,2,1,Standart Tarife,BELIRSIZ
SUB-01559,94.37,24.47,661,0.3012,0.5706,3,2,Aile Paketi,BELIRSIZ
SUB-01560,97.49,13.89,275,0.487,0.2274,1,1,Premium Tarife,RISKLI_KAYIP
SUB-01561,67.06,14.7,363,0.1007,0.277,4,1,Standart Tarife,BELIRSIZ
SUB-01562,264.71,2.61,619,0.1237,0.3316,2,1,Premium Tarife,YUKSEK_DEGER
SUB-01563,404.68,29.9,429,0.1222,0.6243,1,3,Aile Paketi,YUKSEK_DEGER
SUB-01564,600.0,20.55,577,0.228,0.561,1,4,Standart Tarife,YUKSEK_DEGER
SUB-01565,170.8,23.84,207,0.2744,0.2536,2,0,Standart Tarife,BELIRSIZ
SUB-01566,182.71,7.24,462,0.0903,0.4276,1,3,Genç Tarife,YUKSEK_DEGER
SUB-01567,136.67,18.92,455,0.4689,0.31,1,1,Genç Tarife,RISKLI_KAYIP
SUB-01568,169.21,13.87,753,0.1439,0.3427,0,3,Aile Paketi,BELIRSIZ
SUB-01569,79.24,21.3,857,0.378,0.5114,1,2,Genç Tarife,BELIRSIZ
SUB-01570,134.96,18.31,271,0.119,0.2389,0,3,Premium Tarife,BELIRSIZ
SUB-01571,87.4,44.45,180,0.32,0.445,5,0,Premium Tarife,RISKLI_KAYIP
SUB-01572,124.25,35.89,598,0.4612,0.6564,2,0,Genç Tarife,RISKLI_KAYIP
SUB-01573,92.47,12.7,99,0.5533,0.3166,1,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01574,201.45,21.96,625,0.5232,0.2501,1,0,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01575,216.22,11.91,655,0.1003,0.5605,0,2,Premium Tarife,BELIRSIZ
SUB-01576,179.42,29.18,256,0.0849,0.4324,4,1,Premium Tarife,BELIRSIZ
SUB-01577,97.76,14.3,38,0.2805,0.5331,1,5,Öğrenci Tarifesi,PASIF
SUB-01578,63.73,10.67,699,0.1665,0.6497,0,2,Standart Tarife,PASIF
SUB-01579,217.61,18.74,894,0.2851,0.3173,2,1,Genç Tarife,YUKSEK_DEGER
SUB-01580,150.23,34.1,857,0.1396,0.6239,2,4,Genç Tarife,YUKSEK_DEGER
SUB-01581,38.53,30.68,874,0.1384,0.2474,1,0,Aile Paketi,BELIRSIZ
SUB-01582,163.16,11.16,136,0.1597,0.4143,1,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01583,183.51,41.98,394,0.2546,0.3109,2,3,Genç Tarife,RISKLI_KAYIP
SUB-01584,49.07,7.61,454,0.3355,0.3317,1,3,Aile Paketi,PASIF
SUB-01585,203.48,9.68,410,0.0865,0.668,1,2,Premium Tarife,BELIRSIZ
SUB-01586,54.92,28.38,581,0.3634,0.4484,1,3,Aile Paketi,PASIF
SUB-01587,90.83,2.24,172,0.3675,0.3258,2,1,Aile Paketi,BELIRSIZ
SUB-01588,55.19,15.98,97,0.361,0.2312,1,1,Genç Tarife,RISKLI_KAYIP
SUB-01589,84.54,12.66,71,0.1878,0.3961,0,3,Aile Paketi,BELIRSIZ
SUB-01590,64.13,43.55,708,0.3799,0.1637,0,1,Premium Tarife,BELIRSIZ
SUB-01591,263.76,6.48,135,0.5464,0.2403,2,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01592,128.9,7.12,408,0.257,0.1422,0,5,Premium Tarife,BELIRSIZ
SUB-01593,112.22,47.38,247,0.1161,0.5023,0,1,Genç Tarife,BELIRSIZ
SUB-01594,277.95,12.77,255,0.235,0.7147,2,1,Standart Tarife,YUKSEK_DEGER
SUB-01595,269.91,33.25,330,0.5427,0.2466,1,4,Standart Tarife,RISKLI_KAYIP
SUB-01596,117.98,11.26,263,0.5733,0.3112,3,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01597,177.37,9.36,97,0.518,0.3253,1,1,Genç Tarife,YUKSEK_DEGER
SUB-01598,102.72,34.32,330,0.3549,0.5556,1,5,Standart Tarife,RISKLI_KAYIP
SUB-01599,141.21,54.71,211,0.4599,0.5227,0,2,Standart Tarife,BELIRSIZ
SUB-01600,72.51,36.03,203,0.4557,0.3646,6,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01601,192.66,10.71,1051,0.4696,0.6192,2,2,Aile Paketi,YUKSEK_DEGER
SUB-01602,284.15,15.48,118,0.1046,0.7216,2,0,Premium Tarife,YUKSEK_DEGER
SUB-01603,256.3,7.4,319,0.2708,0.3703,0,2,Premium Tarife,YUKSEK_DEGER
SUB-01604,154.47,8.49,432,0.0818,0.4531,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01605,35.56,8.14,1052,0.5043,0.251,0,1,Aile Paketi,BELIRSIZ
SUB-01606,99.66,11.47,157,0.2512,0.4981,2,1,Aile Paketi,RISKLI_KAYIP
SUB-01607,141.1,17.31,829,0.2121,0.4115,2,1,Premium Tarife,YUKSEK_DEGER
SUB-01608,58.25,15.94,328,0.5467,0.1156,1,1,Aile Paketi,RISKLI_KAYIP
SUB-01609,51.06,25.73,337,0.3258,0.3116,0,3,Genç Tarife,BELIRSIZ
SUB-01610,328.36,17.96,559,0.1994,0.3309,1,0,Genç Tarife,BELIRSIZ
SUB-01611,239.47,24.11,910,0.2248,0.6859,1,2,Standart Tarife,RISKLI_KAYIP
SUB-01612,201.35,26.71,262,0.0228,0.3204,1,2,Genç Tarife,BELIRSIZ
SUB-01613,223.83,10.86,453,0.5929,0.6111,2,2,Aile Paketi,RISKLI_KAYIP
SUB-01614,65.64,14.09,413,0.6685,0.3601,0,1,Aile Paketi,RISKLI_KAYIP
SUB-01615,82.64,90.83,400,0.6557,0.5326,3,0,Genç Tarife,RISKLI_KAYIP
SUB-01616,171.11,10.17,621,0.0891,0.5471,1,1,Standart Tarife,YUKSEK_DEGER
SUB-01617,179.06,25.04,222,0.3867,0.4443,1,1,Genç Tarife,BELIRSIZ
SUB-01618,55.77,5.27,288,0.4287,0.4446,2,1,Premium Tarife,PASIF
SUB-01619,164.0,27.22,99,0.4426,0.3456,0,2,Standart Tarife,BELIRSIZ
SUB-01620,142.69,8.88,531,0.171,0.2677,3,0,Genç Tarife,RISKLI_KAYIP
SUB-01621,251.68,16.36,388,0.294,0.3218,0,0,Öğrenci Tarifesi,YENI_ABONE
SUB-01622,179.58,4.47,896,0.2581,0.199,1,7,Premium Tarife,BELIRSIZ
SUB-01623,349.46,15.19,155,0.4246,0.4723,1,3,Genç Tarife,YUKSEK_DEGER
SUB-01624,118.4,15.42,1132,0.4603,0.4882,2,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01625,68.82,13.7,589,0.1552,0.5456,3,0,Standart Tarife,YUKSEK_DEGER
SUB-01626,344.3,21.44,39,0.1031,0.7478,2,2,Aile Paketi,YUKSEK_DEGER
SUB-01627,185.1,32.44,573,0.3768,0.595,0,0,Öğrenci Tarifesi,YENI_ABONE
SUB-01628,143.2,7.09,243,0.0212,0.36,1,0,Genç Tarife,BELIRSIZ
SUB-01629,84.75,13.95,309,0.4972,0.5818,1,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01630,119.27,4.79,274,0.4264,0.1934,0,3,Aile Paketi,BELIRSIZ
SUB-01631,115.33,2.88,798,0.5531,0.3084,1,1,Genç Tarife,BELIRSIZ
SUB-01632,66.68,17.79,86,0.2497,0.215,0,1,Standart Tarife,YENI_ABONE
SUB-01633,27.06,6.63,341,0.2383,0.2832,4,6,Aile Paketi,BELIRSIZ
SUB-01634,113.62,15.83,361,0.2299,0.4976,2,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01635,227.1,18.3,267,0.2711,0.2907,2,2,Premium Tarife,YUKSEK_DEGER
SUB-01636,297.8,3.44,187,0.1681,0.396,2,1,Premium Tarife,YUKSEK_DEGER
SUB-01637,257.25,20.28,48,0.225,0.2366,1,1,Premium Tarife,YUKSEK_DEGER
SUB-01638,265.72,31.43,345,0.5415,0.4615,0,2,Premium Tarife,YUKSEK_DEGER
SUB-01639,72.33,23.52,530,0.6318,0.2587,1,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01640,173.01,7.24,388,0.0938,0.5249,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01641,202.26,15.11,187,0.0858,0.3063,2,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01642,209.74,16.36,364,0.7207,0.6942,0,5,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01643,141.26,14.15,903,0.1832,0.4936,5,3,Premium Tarife,YUKSEK_DEGER
SUB-01644,160.7,5.02,229,0.033,0.6863,0,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01645,252.95,8.25,426,0.3707,0.6582,0,3,Standart Tarife,YUKSEK_DEGER
SUB-01646,198.06,13.23,467,0.1855,0.3372,1,1,Premium Tarife,BELIRSIZ
SUB-01647,219.42,18.12,125,0.0754,0.582,1,2,Öğrenci Tarifesi,BELIRSIZ
SUB-01648,110.3,10.11,299,0.2805,0.171,3,0,Öğrenci Tarifesi,BELIRSIZ
SUB-01649,212.86,2.54,302,0.2101,0.3644,0,1,Premium Tarife,BELIRSIZ
SUB-01650,159.43,10.61,378,0.3063,0.3211,0,2,Aile Paketi,RISKLI_KAYIP
SUB-01651,238.65,44.41,782,0.0849,0.5454,1,0,Premium Tarife,YUKSEK_DEGER
SUB-01652,94.35,20.38,150,0.561,0.4595,2,1,Aile Paketi,RISKLI_KAYIP
SUB-01653,227.73,17.76,812,0.3976,0.308,0,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01654,120.3,8.15,556,0.2589,0.2316,0,2,Aile Paketi,BELIRSIZ
SUB-01655,228.33,11.0,1151,0.3261,0.6603,1,0,Premium Tarife,YUKSEK_DEGER
SUB-01656,173.67,2.33,64,0.2939,0.5361,2,2,Genç Tarife,RISKLI_KAYIP
SUB-01657,152.5,7.69,35,0.3251,0.6624,1,3,Standart Tarife,BELIRSIZ
SUB-01658,124.43,19.67,1536,0.2356,0.3299,1,2,Premium Tarife,YUKSEK_DEGER
SUB-01659,143.57,17.85,121,0.3416,0.34,2,1,Premium Tarife,BELIRSIZ
SUB-01660,113.79,9.37,197,0.3469,0.3226,2,1,Aile Paketi,RISKLI_KAYIP
SUB-01661,122.82,14.14,199,0.0571,0.2606,1,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01662,195.01,15.95,539,0.3114,0.4177,2,3,Premium Tarife,BELIRSIZ
SUB-01663,43.65,9.77,317,0.3555,0.2267,2,1,Öğrenci Tarifesi,PASIF
SUB-01664,226.56,21.19,221,0.2631,0.3091,0,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01665,228.72,17.62,1025,0.1987,0.4641,1,2,Aile Paketi,YUKSEK_DEGER
SUB-01666,126.77,11.32,54,0.4863,0.1798,1,1,Aile Paketi,BELIRSIZ
SUB-01667,163.2,5.35,691,0.0186,0.4239,1,0,Öğrenci Tarifesi,BELIRSIZ
SUB-01668,78.76,10.69,356,0.2388,0.4368,1,3,Öğrenci Tarifesi,BELIRSIZ
SUB-01669,187.75,10.14,218,0.4461,0.7261,1,2,Aile Paketi,YUKSEK_DEGER
SUB-01670,85.55,9.35,238,0.3041,0.2748,3,1,Genç Tarife,BELIRSIZ
SUB-01671,15.0,3.6,295,0.0527,0.111,1,2,Aile Paketi,PASIF
SUB-01672,291.41,37.0,201,0.2019,0.6037,2,2,Standart Tarife,YUKSEK_DEGER
SUB-01673,72.83,35.84,624,0.196,0.2483,0,4,Genç Tarife,BELIRSIZ
SUB-01674,141.7,13.77,278,0.3115,0.5534,5,3,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01675,166.89,18.06,568,0.1492,0.6077,3,1,Premium Tarife,YUKSEK_DEGER
SUB-01676,194.76,20.94,241,0.2368,0.2612,1,1,Premium Tarife,BELIRSIZ
SUB-01677,149.38,13.93,421,0.2492,0.3494,4,3,Genç Tarife,YUKSEK_DEGER
SUB-01678,175.61,18.97,421,0.2044,0.6681,1,0,Genç Tarife,BELIRSIZ
SUB-01679,124.92,23.0,375,0.2262,0.3086,0,4,Premium Tarife,YUKSEK_DEGER
SUB-01680,49.98,17.16,828,0.0228,0.4231,0,3,Premium Tarife,PASIF
SUB-01681,145.92,25.76,879,0.02,0.411,1,2,Aile Paketi,BELIRSIZ
SUB-01682,210.29,9.1,603,0.151,0.1238,2,1,Premium Tarife,YUKSEK_DEGER
SUB-01683,75.95,15.1,727,0.2727,0.4523,0,3,Aile Paketi,RISKLI_KAYIP
SUB-01684,167.9,71.74,582,0.7244,0.4623,1,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01685,388.33,29.8,264,0.3753,0.6612,1,0,Premium Tarife,YUKSEK_DEGER
SUB-01686,140.17,17.44,336,0.4373,0.3679,0,3,Aile Paketi,RISKLI_KAYIP
SUB-01687,144.57,7.11,65,0.0694,0.3948,0,3,Aile Paketi,BELIRSIZ
SUB-01688,46.89,15.66,176,0.2758,0.6016,1,2,Aile Paketi,BELIRSIZ
SUB-01689,69.82,28.51,122,0.2627,0.0798,0,4,Öğrenci Tarifesi,PASIF
SUB-01690,86.18,24.74,217,0.2043,0.6221,2,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01691,205.6,2.77,444,0.1554,0.3078,2,1,Genç Tarife,YUKSEK_DEGER
SUB-01692,79.54,3.73,257,0.5328,0.2807,1,1,Genç Tarife,RISKLI_KAYIP
SUB-01693,35.07,3.91,643,0.3555,0.4032,1,1,Standart Tarife,RISKLI_KAYIP
SUB-01694,185.5,21.17,182,0.19,0.6016,3,2,Aile Paketi,YUKSEK_DEGER
SUB-01695,91.49,3.96,551,0.1628,0.3356,2,2,Premium Tarife,BELIRSIZ
SUB-01696,48.31,6.85,169,0.4179,0.0954,3,0,Aile Paketi,RISKLI_KAYIP
SUB-01697,220.08,13.56,792,0.5578,0.6901,4,2,Aile Paketi,YUKSEK_DEGER
SUB-01698,116.14,31.65,182,0.1883,0.4741,1,4,Premium Tarife,BELIRSIZ
SUB-01699,195.6,21.86,500,0.3777,0.5025,2,0,Öğrenci Tarifesi,BELIRSIZ
SUB-01700,47.04,12.38,221,0.3516,0.2083,1,0,Premium Tarife,RISKLI_KAYIP
SUB-01701,24.66,26.25,961,0.1822,0.1041,2,4,Premium Tarife,BELIRSIZ
SUB-01702,158.6,52.74,937,0.7588,0.6217,3,2,Aile Paketi,RISKLI_KAYIP
SUB-01703,68.08,15.77,489,0.2732,0.204,1,2,Standart Tarife,BELIRSIZ
SUB-01704,157.25,5.06,483,0.479,0.5875,0,2,Premium Tarife,BELIRSIZ
SUB-01705,159.28,7.05,613,0.4067,0.4,0,0,Aile Paketi,YENI_ABONE
SUB-01706,147.39,7.0,545,0.599,0.3782,0,0,Aile Paketi,RISKLI_KAYIP
SUB-01707,264.53,8.4,666,0.4835,0.3805,1,1,Standart Tarife,YUKSEK_DEGER
SUB-01708,572.48,11.73,178,0.2414,0.7004,1,1,Premium Tarife,YUKSEK_DEGER
SUB-01709,183.6,18.5,375,0.3405,0.3225,3,3,Öğrenci Tarifesi,BELIRSIZ
SUB-01710,388.11,4.36,234,0.5071,0.5523,1,4,Aile Paketi,YUKSEK_DEGER
SUB-01711,118.13,5.17,928,0.5156,0.3945,2,0,Standart Tarife,RISKLI_KAYIP
SUB-01712,59.16,22.86,139,0.1778,0.5745,1,3,Standart Tarife,YUKSEK_DEGER
SUB-01713,95.6,10.17,1029,0.1555,0.4559,0,2,Öğrenci Tarifesi,BELIRSIZ
SUB-01714,122.6,7.64,380,0.1617,0.2514,2,2,Standart Tarife,PASIF
SUB-01715,406.46,12.76,672,0.1008,0.752,1,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01716,152.49,35.27,255,0.2622,0.5577,1,0,Genç Tarife,YUKSEK_DEGER
SUB-01717,270.12,25.01,129,0.5467,0.705,0,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01718,111.99,23.87,905,0.5146,0.2289,1,2,Premium Tarife,RISKLI_KAYIP
SUB-01719,103.44,43.33,518,0.2047,0.1498,0,2,Premium Tarife,BELIRSIZ
SUB-01720,45.55,19.11,149,0.1256,0.2447,0,2,Genç Tarife,BELIRSIZ
SUB-01721,399.17,45.87,346,0.2118,0.6242,0,1,Premium Tarife,YUKSEK_DEGER
SUB-01722,321.03,48.22,328,0.3027,0.2942,1,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01723,168.93,4.5,506,0.326,0.3025,2,0,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01724,127.15,3.38,178,0.2923,0.4362,0,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01725,156.0,6.61,147,0.2386,0.12,3,3,Genç Tarife,PASIF
SUB-01726,57.42,33.02,410,0.2693,0.3414,3,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01727,195.38,12.95,186,0.6898,0.5254,2,0,Genç Tarife,RISKLI_KAYIP
SUB-01728,306.22,11.77,923,0.7007,0.5842,1,2,Genç Tarife,YUKSEK_DEGER
SUB-01729,314.9,26.72,632,0.2171,0.373,2,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01730,47.05,9.77,620,0.2044,0.4123,0,1,Premium Tarife,PASIF
SUB-01731,268.7,17.43,63,0.1831,0.21,3,1,Standart Tarife,BELIRSIZ
SUB-01732,57.71,22.85,263,0.5921,0.613,1,0,Genç Tarife,RISKLI_KAYIP
SUB-01733,26.27,7.14,303,0.4526,0.199,2,1,Standart Tarife,BELIRSIZ
SUB-01734,274.45,5.8,163,0.0729,0.2563,0,0,Premium Tarife,YENI_ABONE
SUB-01735,106.26,15.7,546,0.4188,0.3997,3,2,Genç Tarife,BELIRSIZ
SUB-01736,252.79,17.17,500,0.536,0.6661,1,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01737,240.04,25.36,604,0.5149,0.5752,1,2,Aile Paketi,YUKSEK_DEGER
SUB-01738,222.83,6.46,718,0.1183,0.4158,2,1,Genç Tarife,YUKSEK_DEGER
SUB-01739,154.85,8.61,695,0.3372,0.6933,3,0,Aile Paketi,BELIRSIZ
SUB-01740,62.5,47.92,1616,0.1765,0.3269,0,4,Standart Tarife,RISKLI_KAYIP
SUB-01741,122.77,29.36,367,0.1877,0.6624,2,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01742,317.86,13.87,325,0.1683,0.3915,2,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01743,256.52,32.5,542,0.0359,0.7245,1,0,Standart Tarife,YUKSEK_DEGER
SUB-01744,126.85,6.48,799,0.2769,0.4414,4,1,Aile Paketi,BELIRSIZ
SUB-01745,125.86,12.7,98,0.2577,0.6961,2,2,Aile Paketi,YUKSEK_DEGER
SUB-01746,211.51,17.07,207,0.2862,0.3907,0,0,Genç Tarife,YENI_ABONE
SUB-01747,161.66,11.63,244,0.3964,0.4588,1,2,Standart Tarife,BELIRSIZ
SUB-01748,130.98,11.95,393,0.5086,0.2914,2,1,Aile Paketi,RISKLI_KAYIP
SUB-01749,201.36,24.51,264,0.0341,0.4539,2,5,Standart Tarife,BELIRSIZ
SUB-01750,197.48,29.64,725,0.0932,0.1617,0,0,Öğrenci Tarifesi,YENI_ABONE
SUB-01751,97.35,10.7,430,0.1248,0.1987,2,0,Premium Tarife,BELIRSIZ
SUB-01752,181.1,4.74,343,0.567,0.3628,0,0,Genç Tarife,YENI_ABONE
SUB-01753,190.53,3.85,503,0.4061,0.361,0,1,Standart Tarife,RISKLI_KAYIP
SUB-01754,147.8,2.07,73,0.306,0.4747,2,4,Genç Tarife,BELIRSIZ
SUB-01755,90.56,42.86,487,0.2617,0.394,2,1,Premium Tarife,BELIRSIZ
SUB-01756,120.37,24.58,190,0.0334,0.1206,0,0,Premium Tarife,YENI_ABONE
SUB-01757,78.56,21.04,645,0.3945,0.2517,2,1,Aile Paketi,RISKLI_KAYIP
SUB-01758,184.01,9.64,85,0.2592,0.2103,1,2,Aile Paketi,BELIRSIZ
SUB-01759,47.26,9.59,525,0.083,0.318,2,1,Öğrenci Tarifesi,PASIF
SUB-01760,336.31,30.28,194,0.1801,0.3135,1,5,Genç Tarife,YUKSEK_DEGER
SUB-01761,298.16,3.4,809,0.0785,0.2913,2,0,Genç Tarife,YUKSEK_DEGER
SUB-01762,193.19,11.07,105,0.3834,0.2728,1,3,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01763,248.01,33.19,383,0.1982,0.5408,0,1,Aile Paketi,YUKSEK_DEGER
SUB-01764,238.64,11.05,586,0.3159,0.6054,2,1,Genç Tarife,YUKSEK_DEGER
SUB-01765,163.15,23.73,469,0.4349,0.3865,1,0,Standart Tarife,RISKLI_KAYIP
SUB-01766,133.26,14.29,467,0.1076,0.6486,2,3,Standart Tarife,YUKSEK_DEGER
SUB-01767,124.02,0.74,138,0.0404,0.2011,1,1,Aile Paketi,YENI_ABONE
SUB-01768,343.28,13.84,130,0.0432,0.761,1,1,Standart Tarife,YUKSEK_DEGER
SUB-01769,88.39,15.93,455,0.3199,0.2128,1,2,Genç Tarife,BELIRSIZ
SUB-01770,89.56,13.05,410,0.5346,0.2202,1,2,Öğrenci Tarifesi,BELIRSIZ
SUB-01771,260.49,5.55,170,0.3403,0.4285,1,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01772,246.65,13.16,162,0.1534,0.4965,1,1,Genç Tarife,YUKSEK_DEGER
SUB-01773,128.48,2.23,347,0.2709,0.1775,0,3,Aile Paketi,BELIRSIZ
SUB-01774,205.3,10.96,284,0.0403,0.4658,1,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01775,221.03,25.03,1127,0.1624,0.5386,1,1,Aile Paketi,YUKSEK_DEGER
SUB-01776,60.31,41.34,839,0.5626,0.6179,0,0,Standart Tarife,RISKLI_KAYIP
SUB-01777,308.99,36.97,630,0.2065,0.7322,3,2,Standart Tarife,YUKSEK_DEGER
SUB-01778,220.99,6.33,903,0.3296,0.3928,2,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01779,195.29,4.02,231,0.7074,0.4479,0,0,Genç Tarife,RISKLI_KAYIP
SUB-01780,221.98,17.07,258,0.1096,0.647,0,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01781,181.77,15.19,764,0.4483,0.4982,1,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01782,142.66,22.55,382,0.2188,0.3061,1,0,Genç Tarife,BELIRSIZ
SUB-01783,33.72,9.0,398,0.1571,0.3139,2,2,Aile Paketi,BELIRSIZ
SUB-01784,164.02,15.53,153,0.1093,0.6173,1,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01785,56.35,14.92,742,0.366,0.2858,0,0,Premium Tarife,YENI_ABONE
SUB-01786,419.4,11.26,541,0.0408,0.7566,3,2,Genç Tarife,YUKSEK_DEGER
SUB-01787,141.2,3.15,308,0.0542,0.4919,0,1,Premium Tarife,BELIRSIZ
SUB-01788,415.4,24.78,259,0.1042,0.3979,1,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01789,165.69,17.16,818,0.3806,0.4037,4,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01790,102.82,25.96,233,0.1725,0.6046,2,3,Öğrenci Tarifesi,BELIRSIZ
SUB-01791,304.01,30.26,116,0.1281,0.6366,2,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01792,190.71,13.98,846,0.4706,0.4407,1,1,Genç Tarife,RISKLI_KAYIP
SUB-01793,503.79,24.89,857,0.0472,0.5774,1,1,Premium Tarife,YUKSEK_DEGER
SUB-01794,101.12,41.97,233,0.552,0.481,1,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-01795,311.18,50.88,1261,0.2601,0.2525,0,1,Premium Tarife,BELIRSIZ
SUB-01796,320.48,18.67,353,0.1901,0.7061,1,2,Standart Tarife,YUKSEK_DEGER
SUB-01797,231.63,19.72,235,0.0622,0.6893,1,0,Standart Tarife,BELIRSIZ
SUB-01798,321.98,18.45,530,0.2507,0.4932,2,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-01799,143.2,22.0,135,0.0847,0.5279,1,0,Standart Tarife,BELIRSIZ
SUB-01800,88.1,29.39,185,0.4682,0.2338,2,1,Öğrenci Tarifesi,BELIRSIZ
SUB-01801,108.86,18.18,457,0.3356,0.5459,2,2,Standart Tarife,YUKSEK_DEGER
SUB-01802,158.92,49.0,404,0.6037,0.2221,1,1,Premium Tarife,RISKLI_KAYIP
SUB-01803,238.48,44.58,670,0.1133,0.5267,0,5,Standart Tarife,BELIRSIZ
SUB-01804,92.26,15.9,152,0.07,0.2063,2,1,Aile Paketi,BELIRSIZ
SUB-01805,124.09,15.83,1132,0.0823,0.5517,2,1,Premium Tarife,BELIRSIZ
SUB-01806,97.21,10.6,280,0.7631,0.5807,1,5,Genç Tarife,RISKLI_KAYIP
SUB-01807,262.9,22.83,395,0.2853,0.3578,0,1,Standart Tarife,BELIRSIZ
SUB-01808,413.56,12.04,271,0.2897,0.7276,1,2,Premium Tarife,YUKSEK_DEGER
SUB-01809,78.22,10.22,134,0.2098,0.2416,1,0,Standart Tarife,PASIF
SUB-01810,210.93,22.48,366,0.4887,0.2794,1,2,Aile Paketi,RISKLI_KAYIP
SUB-01811,281.69,6.03,581,0.1147,0.5827,2,3,Premium Tarife,YUKSEK_DEGER
